class,track_id,artist,title,lyrics
1,2FML7gk7ac6quGFIjvkDb3,Avenged Sevenfold,Dear God,"A lonely road, crossed another cold state line
Miles away from those I love, purpose hard to find
While I recall all the words you spoke to me
Can't help but wish that I was there
At where I'd love to be, oh yeah

[Chorus]
Dear God, the only thing I ask of you
Is to hold her when I'm not around
When I'm much too far away
We all need that person who can be true to you
But I left her when I found her
And now I wish I'd stayed
'Cause I'm lonely and I'm tired
I'm missing you again, oh no
Once again

[Verse 2]
There's nothing here for me, on this barren road
There's no one here while the city sleeps
And all the shops are closed
Can't help but think of the times I've had with you
Pictures and some memories will have to help me through, oh yeah

[Chorus]
Dear God, the only thing I ask of you
Is to hold her when I'm not around
When I'm much too far away
We all need that person who can be true to you
But I left her when I found her
And now I wish I'd stayed
'Cause I'm lonely and I'm tired
I'm missing you again, oh no
Once again
See Avenged Sevenfold LiveGet tickets as low as $197You might also like[Verse 3]
Some search, never finding a way
Before long, they waste away
I found you, something told me to stay
I gave in, to selfish ways
And how I miss someone to hold
When hope begins to fade

[Refrain]
A lonely road, crossed another cold state line
Miles away from those I love, purpose hard to find

[Chorus]
Dear God, the only thing I ask of you
Is to hold her when I'm not around
When I'm much too far away
We all need that person who can be true to you
But I left her when I found her
And now I wish I'd stayed
'Cause I'm lonely and I'm tired
I'm missing you again, oh no
Once again33Embed"
1,19CCQeIOxxUDcpFw539zd7,Falling In Reverse,All My Life,"Yeah, I've been high and low
I've been sober, I've been faded
Searching for my love in all the wrong places
Word up on the streets is I got a bad reputation
Yeah, I may have drew blood, but that was true love

[Pre-Chorus: Ronnie Radke]
Get a stroke of bad luck everywhere I look
Every time I go right, everything goes wrong
And I self-destruct when I'm close to love
So someone save my soul, because

[Chorus: Ronnie Radke]
All my life I've fucked up and I can't deny
I'm doing my bеst to get it together-gеther-gether (Woo-hoo)
If I told you once, I told you a million times
I just can't live like this forever-ever-ever (Woo-hoo)
Jelly Roll

[Verse 2: Jelly Roll, Jelly Roll & Ronnie Radke]
Yeah, I've been up and down
I've been through hell and back
I've had my share of drama
Baby, please cut me some slack
I know you wanna get through to me
But I am my worst enemy, yeah
I may have drew blood, but that was true love
You might also like[Pre-Chorus: Ronnie Radke]
Get a stroke of bad luck everywhere I look
Every time I go right, everything goes wrong
And I self-destruct when I'm close to love
Better buckle down, giddy-up, here we go, because

[Chorus: Ronnie Radke]
All my life I've fucked up and I can't deny
I'm doing my best to get it together-gether-gether (Woo-hoo)
If I told you once, I told you a million times
I just can't live like this forever-ever-ever (Woo-hoo)

[Post-Chorus: Ronnie Radke]
Forever-ever-ever (Woo-hoo)

[Breakdown: Ronnie Radke]
Go
Giddy-up
Yee-haw

[Chorus: Jelly Roll, Ronnie Radke, Jelly Roll & Ronnie Radke]
All my life I've fucked up and I can't deny
I'm doing my best to get it together-gether-gether (Woo-hoo)
If I told you once, I told you a million times
I just can't live like this forever-ever-ever (Woo-hoo)
I can't live like this forever
All my life I've fucked up and I can't deny
I'm doing my best to get it together-gether-gether (Woo-hoo)
I just can't live like this forever
I told you once, I told you a million times
I just can't live like this forever-ever-ever (Woo-hoo)Embed"
1,4I5JsMUy4rCzkrymv15DbP,BABYMETAL,Time Wave,"
[Verse 1: Sumetal, Moametal]
I had a bad dream all night long
It’s over (Over)
It’s like a Mobius strip
Why does life go round and round? (Round and round)
始まりのない timeless world
終わることない endless game
It’s like a Mobius strip
Why does life go round and round?

[Chorus: Sumetal]
Time wave
ときをこえてせかいへ
いまはしりつづけて
かこもみらいもこえて
どこまでも moving on
まどいまどって time after time
まよいまよって game is over
No, めまいするような
Amazing maze again

[Verse 2: Sumetal, Moametal]
I had a bad dream all night long
It’s over (Over)
It’s like a Mobius strip
Why does life have ups and downs? (Ups and downs)
逃れられない face the past
追いかけてたい future dream
It’s like a Mobius strip
Why does life have ups and downs? (Feel it)
See BABYMETAL LiveGet tickets as low as $44You might also like[Chorus: Sumetal]
Time wave
ときをこえたせかいで
ゆめさがしもとめて
かこもみらいもこえて
どこまでも hanging on
まわりまわって  come to the end
めぐりめぐって it's time to start
No, めくるめくような
Merry-go-round

[Interlude: Moametal, Sumetal]
Wait a minute
Godfrey
Just focus
I

[Bridge: Sumetal, Moametal]
Feel the god of motion
(Move on, move on, move on, move on, move on)
I feel the god of motion
(Move on, move on, move on, move on, move on)
There isn’t an ending to everything
(Keep on, keep on, keep on, keep on, keep on)
Toward the past and toward the future
(Keep on, keep on, keep on)
[Chorus: Sumetal]
Time wave
ときをこえてせかいへ
いまはしりつづけて
かこもみらいもこえて
どこまでも moving on
まどいまどって time after time
まよいまよって game is over
No, めまいするような
Amazing maze againEmbed"
1,45StxhLkQw9Q35UjKWprtM,coldrain,THE SIDE EFFECTS,"One step forward, two steps backwards
Saving culture, killing art
You want borders, we just want a bridge
This is modern warfare, freedom in a ditch
Will you ever bother listening?

[Pre-Chorus]
Made in the land of the rising sun
Decade in the rain, proving who we are
Still under fire for the things we love
(Hey, just listen)

[Chrous]
We are the side effects
A product of love, a product of hate
We are the side effects
A product of heart, but make no mistake
No one asked for your love
No one asked for your hate
So we ask from the heart
Before it's too late, just let us be us

[Verse 2]
One step forward, two steps backwards
Saving culture, killing art
You want order, we just want to live
Endless civil warfare, something's got to give
Can we start this over rational?
You might also like[Pre-Chrous]
Made in the land of the rising sun
Decade in the rain, proving who we are
Still under fire for the things we love
(Hey, just listen)

[Chorus]
We are the side effects
A product of love, a product of hate
We are the side effects
A product of heart, but make no mistake
No one asked for your love
No one asked for your hate
So we ask from the heart
Before it's too late, just let us be us (Us, us)

[Guitar Solo]

[Pre-Chorus]
Made in the land of the rising sun
Decade in the rain, proving who we are
Still under fire for the things we love
But it's time you listen

[Chorus]
We are the side effects
A product of love, a product of hate
We are the side effects
A product of heart, but make no mistake
No one asked for your love
No one asked for your hate
So we ask from the heart
Before it's too late, just let us be us1Embed"
1,26P0PvxuRYcgzxeHZ4rjD0,BAND-MAID,DICE,"
[Verse 1]
You should be knowing that situation you got
Atomodori nado mou dekinai yo
Shakai mo kachi mo jikan mo
You cried out in a loud voice
Matte nante kurenai yo
Mujoude mukanjou kanashii genjitsu sa
Why don't you give it a shot?

[Pre-Chorus]
Yoku miru hanashi sa Everybody
Chiisai atama de kangaete ndatte
Rigai no itchi ga dou are
Kotae wa issho sa Ready?

[Chorus]
Ii yo Let's come back here
Welcome to my home!
Ame to muchi dochira ga Do you like?
Kimattara Rise up!
Kokora de Bye, bye?
Call me, call me, call me, call me
Yakusoku dekinaikedo
Kitto nai yori wa Enjoy time
Nan demo! tte ikanaikedo
Dekiru kagiri Try my best
May I take your order?
You might also like[Verse 2]
My mind cannot erase the heartache
Dare datte sou nanika o shoi
Nayami kuyami ikiteku
I've got a feeling

[Pre-Chorus]
Muimina jikan wa Nobody
Yume demo nanika ni tsunagatte ndatte
Machigaisagashi ga dou toka
Dou demo iikara
Ready? Seize the moment

[Chorus]
Let's come back here
Welcome to my home!
Amasa mo nigasa mo Each one's own
Asobitai Childish
Jaa mou Bye, bye?
Call me, call me, call me, call me
Tsuyoku iyou to warawanaide
Namida mo mata niji ni naru
Arifureta kyou mo kitto
Koe o kii te yo It will change
May I take your order?
[Bass & Guitar solo]

[Pre-Chorus]
I've got a feeling
Yoku miru koukei The crowd
Sorezore ga suki ni yatterya iijantte
Choushi ni notte mo iikedo
Nami ni okureru na Ready?

[Bridge]
One moment of pain
Ten moment of delight
Riyuu sagasu yo kao o agete
Saa hajimeyou
Zenshin mo koutai mo kangae shidai
Winning or losing
Sai wa nagerareta
Fukanzenna genjou mo kechirase
Just for me, seize the moment

[Chorus]
Let's come back here
Welcome to my home!
Ame to muchi dochira ga Do you like?
Kimattara Rise up!
Kokora de Bye, bye?
Call me, call me, call me, call me
Yakusoku dekinaikedo
Kitto nai yori wa Enjoy time
Nan demo! tte ikanai kedo
Dekiru kagiri Try my best
May I take your order?Embed"
1,1HU18lvcOphXiyKLkaMCSy,Bad Omens,Said & Done,"Old friend, don't you see me
With my soul on my sleeve and my heart left to beat underground?
Don't you leave me
With the hope and belief that you're coming for me

[Chorus]
Was I not good enough? Worthy of being loved?
Were you ashamed or just afraid?
Well, when I've given up and all is said and done
Will you just look the other way?
Was I not good enough? Worthy of being loved?
Were you ashamed or just afraid?
Well, when I've given up and all is said and done
Will you just look the other way?

[Verse 2]
Half-dead, barely breathing
Fell apart just to keep my head up in one piece 'til I'm found
Well, I'm sinking
To the floor of the sea where you want me to be

[Chorus]
Was I not good enough? Worthy of being loved?
Were you ashamed or just afraid?
Well, when I've given up and all is said and done
Will you just look the other way?
Was I not good enough? Worthy of being loved?
Were you ashamed or just afraid?
Well, when I've given up and all is said and done
Will you just look the other way?
See Bad Omens LiveGet tickets as low as $190You might also like[Post-Chorus]
I waited, but nobody called
I waited for nothing at all

[Bridge]
Was I not good enough? Worthy of being loved?
Were you ashamed or just afraid?
Well, when I've given up and all is said and done
Will you just look the other way?

[Chorus]
Was I not good enough? Worthy of being loved?
Were you ashamed or just afraid?
Well, when I've given up and all is said and done
Will you just look the other way?

[Post-Chorus]
I waited, but nobody called
I waited for nothing at all

[Outro]
I'd rather die young than die alone
Overdosing to songs you wrote
Poise and potions is all I know
When the world's a stage and I'm just a show2Embed"
1,3FI0iAAAjmR31xpZEwbdys,Spiritbox,Circle With Me,"Feel the weight of a martyr
It could all be yours
Cut down the altar

[Verse 1]
Visionaire and deepest fake
Dirty gold, the colours change
Hands are frozen, feel no pain
I just wanna hold the flame

[Pre-Chorus]
Negative feedback loop
I'm spinning out of control
The sickly sweetness is crushing me
But I wanna know
If there's no heat when I escalate, the fire is cold
They echo, ""This could all be yours""

[Chorus]
Feel the weight of a martyr
It could all be yours if you echo birds of prey
Traitor cut down the altar
It could all be yours
Vultures circling the flame
See Spiritbox LiveGet tickets as low as $51You might also like[Verse 2]
Nothing sacred, nothing lost
When birds of prey invade my thoughts
They promise I will feel the pain
Not strong enough to hold the flame

[Pre-Chorus]
Negative feedback loop
I'm spinning out of control
The sickly sweetness is crushing me
But I wanna know
If there's no heat when I escalate, the fire is cold
They echo, ""This could all be yours""

[Chorus]
Feel the weight of a martyr
It could all be yours if you echo birds of prey
Traitor cut down the altar
It could all be yours
Vultures circling the flame

[Bridge]
I held the power of a dying sun
I climb the altar and I claim my place as God
Circle with me
Circle with me
This could all be yours
[Chorus]
Feel the weight of a martyr
It could all be yours if you echo birds of prey
Traitor cut down the altar
It could all be yours
Vultures circling the flame

[Post-Chorus]
Feel the weight of a martyr
A traitor watching me as
Birds of prey never falter
This could all be yours
This could all be yours

[Outro]
Circle with me16Embed"
1,7pugmRsHRy1fnug9NqH5cA,Halestorm,can u see me in the dark?,"Broken bones and bloodshot eyes
I hope you like my new disguise
We're not the same, you and I
So don't you dare forget
In this crowded room alone
In the search of things unknown
The face I wear is not my own
So don't you forget

[Pre-Chorus: Both, Lzzy Hale]
Come feast your eyes on me
(Can you see me in the dark?)
(Can you see me in the dark?)
(Can you see me in the dark?)
(Can you see me in the...)

[Chorus: Lzzy Hale]
Dark
Are you watching it all fall apart?
I needed your kiss of light (Light)
To bring me to life (Life)
My eyes opеn wide for the first time
So I black out thе sun
The only way I know how to trust someone
You sharpen your knife (Knife)
And enter the night (Night)
Your eyes open wide for the first time
(Can you see me in the...)
You might also like[Verse 2: Lzzy Hale]
I'm not like you, I speak in tongues
It's a different language to those of us
Who've faced the storm against all odds
And found the truth inside

[Pre-Chorus: Lzzy Hale, Eric Vanlerberghe]
We're beaten and weathered and broken, scarred
We're pieced together with broken parts
Now that you've shown me just who you are
There's nowhere left to hide

[Chorus: Lzzy Hale, Eric Vanlerberghe]
So can you see me in the dark?
Are you watching it all fall apart?
I needed your kiss of light (Light)
To bring me to life (Life)
My eyes open wide for the first time
So I black out the sun
The only way I know how to trust someone
You sharpen your knife (Knife)
And enter the night (Night)
Your eyes open wide for the first time
(Can you see me in the...)

[Breakdown: Eric Vanlerberghe, Both]
(Can you see me in the dark?)
(Can you see me in the dark?)
Can you see me
Can you see me in the dark?
Can you see me in the dark?
So come feast your eyes on me
On me
[Chorus: Lzzy Hale]
(Can you see me in the) Dark?
Are you watching it all fall apart?
I needed your kiss of light (Light)
To bring me to life (Life)
My eyes open wide for the first time
Can you see me in the dark? (Can you see me?)
(Can you see me in the dark?) The only way I know how to trust someone
You sharpen your knife and enter the night
Your eyes open wide for the first time

[Outro: Lzzy Hale]
Broken bones and bloodshot eyes
I hope you like my new disguise
We're not the same, you and I
So don't you forgetEmbed"
1,3GHtEaicELsTViK08EXEQQ,Bring Me The Horizon,medicine,"Some people are a lot like clouds, you know
(Clouds, you know, clouds, you know)
'Cause life's so much brighter when they go
You rained on my heart for far too long (Far too long)
Couldn't see the thunder for the storm
Because I cut my teeth and bit my tongue
Till my mouth was dripping blood
But I never dished the dirt, just held my breath
While you dragged me through the mud
I don't know why I tried to save you 'cause
I can't save you from yourself
When all you give a shit about is everybody else

[Pre-Chorus]
And you just can't quit, why don't you deal with it?
I think it's time to stop

[Chorus]
You need a taste of your own medicine
'Cause I'm sick to death of swallowing
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So I'm sorry for this, it might sting a bit

[Verse 2]
Some people are a lot like clouds, you know
(Clouds, you know, clouds, you know)
'Cause life's so much brighter when they go
And I spent too long in a place I don't belong
I couldn't see the thunder for the storm
You might also like[Pre-Chorus]
But you won't admit, why don't you get a grip?
'Cause you can't keep going on and on and on and on like this
And you just can't quit, why don't you deal with it?
I think it's time to stop

[Chorus]
You need a taste of your own medicine
'Cause I'm sick to death of swallowing
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So I'm sorry for this, it might sting a bit

[Bridge]
'Cause I cut my teeth and bit my tongue
Till my mouth was dripping blood
But I never dished the dirt, just held my breath
While you dragged me through the mud
Yeah, I cut my teeth and bit my tongue
Till my mouth was dripping blood
But I never dished the dirt, just held my breath
While you dragged me through the mud

[Pre-Chorus]
And you just can't quit, why don't you deal with it?
I think it's time to stop
[Chorus]
You need a taste of your own medicine
'Cause I'm sick to death of swallowing
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So I'm sorry for this, it might sting a bit
Taste of your own medicine (Taste of your own medicine)
Yeah, I'm sick to death of swallowing (Sick to death, oh)
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So I'm sorry for this, it might sting a bit

[Outro]
Some people are a lot like clouds, you know
(Clouds, you know, clouds, you know)
'Cause life's so much brighter when they go37Embed"
1,7fudux10sVIxILOocZaHrW,Set It Off,Punching Bag,"This empty feeling sets in my chest and I start to worry
Try to push it down, cast it out, but I can't control it, ah
Hanging on by the strings that you're pulling
So you cut me down just to push me around like I'm your

[Pre-Chorus]
Punching bag
Just another pot calling the kettle black
Take it out on someone who won't hit you back
'Til we're all as broken as you
Oh, yeah

[Chorus]
So say goodbye to your Mr. Nice Guy
You got your wish, he's rotting in hell
I'm up all night when you think I'm sleeping
People-pleasing's never good for your health
So go fuck yourself

[Verse 2]
On this episode of ""Friend or Foe?"", you're throwing stones
And hope I'd tie a rope 'round my throat 'til I start to choke
You're a sick, persistent virus under my skin
Rather set myself on fire than let you win
I could give you the world, but you'd poison the seas
I could let down my guard, but then all that I'd be is just your
See Set It Off LiveGet tickets as low as $39You might also like[Pre-Chorus]
Punching bag
Just another pot calling the kettle black
Take it out on someone who won't hit you back
'Til we're all as broken as you
Oh, yeah

[Chorus]
So say goodbye to your Mr. Nice Guy
You got your wish, he's rotting in hell
I'm up all night when you think I'm sleeping
People-pleasing's never good for your health
So go fuck yourself

[Chorus]
So say goodbye to your Mr. Nice Guy
You got your wish, he's rotting in hell
I'm up all night when you think I'm sleeping
People-pleasing's never good for your health
Say goodbye to your Mr. Nice Guy
You got your wish, he's rotting in hell
I'm up all night when you think I'm sleeping
People-pleasing's never good for your health
So go fuck yourself3Embed"
1,39iRz0h1eZOyXzch8tKQit,CORPSE,CODE MISTAKE,"
[Verso 1: CORPSE]
Me apague como cortes
Desapareça igual ao Centralia
Narinas entupidos de poeira
Ou como veias tocadas por agulhas demais
Se dor é beleza, eu sou uma vadia bonita
Ficou quieto, agora eles sussurram
Se piscar, então pode perder o momento
Cada hora dura uma semana
Eu não preciso de simpatia
Só preciso de um espaço pra respirar
Não fale comigo, porra
Minhas genéticas mexeram comigo
Correndo de mim mesmo
Não culpo eles por irem embora

[Refrão: CORPSE]
Tеmpo vai tão rápido
Apague, não desapareça
Dancе no meu túmulo
Eu nunca serei eles
Eu nunca serei eles
Eu nunca serei eles
Eu nunca serei eles
Eu nunca serei eles
You might also like[Verso 2: Oli Sykes, CORPSE & Oli Sykes]
Minha mente é um mosh-pit
Acho que estou enlouquecendo
Começando a acreditar que há apenas um jeito de acabar com isso
Se dor é beleza, eu sou uma guilhotina, yeah
Você traz o fósforo, eu trago a querosene
Deixe a gabapentina dar efeito, me sufoque no meu sono
Adderall para acordar, omeprazol para comer
Não olhe pra mim, porra, paranoia me deixa irritado
Eles dizem que querem ajudar, mas eles sempre vão embora

[Ponte: CORPSE, Oli Sykes]
Me deixe sozinho
Me deixe no ""Não Perturbe""
Me deixe na escuridão
Me deixe com essas coisas
Diga que me ama, eu sei que essa conversa é barata
Bebê, eu sou um erro de código, eu nunca deveria ser assim
(CORPSE)

[Refrão: CORPSE & Oli Sykes, Oli Sykes, CORPSE]
Tempo vai tão rápido
Apague, não desapareça
Dance no meu túmulo
Eu nunca serei eles (Eu nunca serei eles)
Eu nunca serei eles (Eu nunca serei eles)
Eu nunca serei eles (Eu nunca serei eles)
Eu nunca serei eles (Eu nunca serei eles)
Eu nunca serei eles
[Saída: Oli Sykes, CORPSE]
Yeah, haha, não
Eu nunca serei eles
Eu sempre serei um erro de código
Haha, haha, haha, haha
Eu não consigo te acreditarEmbed"
1,27Nkg5NHILTJUcCyBkvVHt,I Prevail,Deep End,"If you had it all would it be enough?
Can you find your way and still be lost?
I write songs about being someone else
That say ""fuck the world"" but not ""I need help""

[Pre-Chorus: Brian Burkheiser]
Yeah, everybody tells me it's alright
Everybody tells me I'll be fine
Everything is not o-fucking-kay
Oh, but they can't tell me why
I put the picture on the shelf
Leave the memory behind
But the truth is I can't say goodbye

[Chorus: Brian Burkheiser]
So I made friends with all my demons
Let 'em sink their teeth in
Got usеd to the feeling of letting it go
So give mе something to believe in
Or throw me in the deep end
It all feels the same with your eyes closed
So you can throw me in the
Deep end (Deep)
Deep end (Deep end)
Deep end (Deep)
Deep end
You might also like[Verse 2: Eric Vanlerberghe, Both]
On the same old path again from where I'm at to where I've been
I'd drift away and you'd pull me in
But the waves are deep and I'm wearing thin, yeah
I caught myself in a lie
Guess I'm just calling to say you were right
I carry the weight of the world in my head
And it keeps me up at night

[Pre-Chorus: Eric Vanlerberghe, Brian Burkheiser]
And everybody tells me it's alright (Alright)
Everybody tells me I'll be fine (Fine)
Everything is not o-fucking-kay
Out of all the times that I've tried
I find the air is thin and I'm against the wind
With each mountain left that I climb
But the truth is I can't say goodbye

[Chorus: Brian Burkheiser]
So I made friends with all my demons
Let 'em sink their teeth in
Got used to the feeling of letting it go
So give me something to believe in
Or throw me in the deep end
It all feels the same with your eyes closed
So you can throw me in the
Deep end (Deep)
Deep end (Deep end)
Deep end (Deep)
[Verse 3: Brian Burkheiser]
'Cause everything is changin'
Memories are fadin'
Tell me that I'm fucked up
I wanna hear you say it (Say it)
All my fears are
Slowly rearranging
Pushed them all aside but
I can feel them waitin'
'Cause everything is changin'
Memories are fadin'
Tell me that I'm fucked up
I wanna hear you say it
All my fears are
Slowly rearranging
Pushed them all aside but
I can feel 'em waiting

[Chorus: Brian Burkheiser]
So I made friends with all my demons
Let 'em sink their teeth in
Got used to the feeling of letting it go
So give me something to believe in
Or throw me in the deep end
It all feels the same with your eyes closed
So you can throw me in the
Deep end (Deep)
Deep end (Deep end)
Deep end (Deep)
Deep end
[Outro: Brian Burkheiser]
It all feels the same with your eyes closedEmbed"
1,3ZdwCZtXWJjMqHlSFgYfIg,Falling In Reverse,Prequel,"Dear diary, dear diary, I've been searching for a higher me
I'm in the sky, in the pilot's seat, tryna stop my mind from spiraling
And that's irony, that's irony
I'm just looking for a resolution, I just want to be a better human
But it's hard when everybody's acting stupid
Pardon me if that came off rude, I just have a bad attitude
With the world and not just with you, it's the side effects of abuse
I admit I'm a little strange, I don't think that I'll ever change
I survived a whole life of pain, you could say I escaped my fate
I'm a cynical, egotistical, unpredictable, hardenеd criminal
And I can be a little hypocritical, but I'll admit it straight to your face
I'm unbrеakable, irreplaceable, undeniably inspirational
I used everything I had available to make me the person I am today

[Verse 2]
Dear diary, dear diary, I just had another wild dream
I was in a world that admired me
And when I woke up I was smiling
And that's irony, that's irony
You talk a lot, but you don't even know me
I'm just hoping that my testimony will inspire y'all to stop acting phony
Pardon me if that came off weird, I don't mean to be mean, I swear
I have been through a lot this year
I just want to make a few things clear
I don't like it when people hate behind my back and not to my face
Nowadays it just feels so fake
So I'll cut the grass to expose the snakes
I'm unstoppable, it's impossible
You don't wanna see the diabolical side of me that never stops, is volatile
So I suggest you stay in your lane
I'm unapologetic, you know where it's headed
I will never ever let up off the pedal
I got the spirit of every warrior in me ever
So back the fuck up, get out my face
See Falling In Reverse LiveGet tickets as low as $20You might also like[Verse 3]
You're a slave to labor and you praise the fascist
You kiss the hand that takes half in taxes
Faking outrage and being seen, a generation with no self-esteem
It's time to rise up and stand against them
Break the chains and finally see the vision
We're post-traumatic from a broken system
Follow me into the chaos engine, ah
It's time to stand, it's time to fight
Don't be afraid to twist the knife
Your sacrifice to break the curse
Prepare to die, prepare to burn
Abandon hope, it's not enough
'Cause all our gods abandoned us
Your sacrifice to break the curse
Light the match, watch it burn

[Bridge]
Oh, heaven falls, the angels die
Let it burn from the start
When everything falls apart

[Outro]
When everything falls apart
Why have you forsaken me?
When everything falls apart
Heavy is the crown, you see
When everything falls apart
Why have you forsaken me?
When everything falls apart
Heavy is the crown, you see
When everything falls apart
When everything falls apart3Embed"
1,73SsGfqjQv6oUxDaC9w8es,BABYMETAL,Monochrome,"
[Verse 1]
Sora wo irodoru nanairo no yume
Zutto kono mama mite itakatta
Kinou made kagayaite ita
Kiraboshide sae mo
(I don't know what to say, I don't know what to say)
Iroasete kukara, a-ah

[Chorus]
Ano monochrome no
Hanabinara bokura wa
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh
Naniiro de egakou yozora wo
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh

[Verse 2]
Ame ni fura rete kogoeru yoru wa
Sukoshi dake demo soba ni itakatta
Ashita made kanjite itai
Nukumoride sae mo
(You don’t have to say it, you don’t have to say it)
Samete shimaukara, a-ah

[Chorus]
Ano monokuroumu no
Hanabinara bokura wa
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh
Nijiiro de egakou yozora wo
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh
You might also like[Bridge]
Ragunaroku no tasogare ni
Bokura wa nani o mi teru
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh
Nagai nagai yoru datte
Yagate asa wa kuru kara
O-woa-oh, o-woa-oh, o-woa-oh, o-woa-oh

[Chorus]
Monochrome no
Hanabinara bokura wa
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh
Nijiiro de tsutsumou sekai wo
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh
Waratte

[Outro]
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-oooh
O-woa-oh, o-woa-oooh, o-woa-oh, o-woa-ooohEmbed"
