prefer,track_id,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1,0Ee9oam0N0ZzxZSN9nogTQ,Maurice Ravel,Antar (After N. Rimsky-Korsakov): No. 7. Ravel: Allegretto,0.152,0.0116,5,-33.668,1,0.0387,0.749,0.855,0.294,0.0387,137.649,65960,4
1,0J2lmSTQQWhTiglHDbhLWm,Hikaru Shirosu,"Waltz No. 1, Collapse",0.505,0.0239,9,-27.412,0,0.0445,0.994,0.956,0.123,0.193,155.588,156039,3
1,29nxiknfmsT4LYNKLM5Un9,MDP,Fake Love - Orchestral Version,0.505,0.327,2,-13.933,0,0.03,0.576,0.89,0.0781,0.29,156.039,242212,4
1,3uhGWxwYdkwzI9vHITtaza,Super Guitar Bros,Fairy Fountain,0.414,0.294,1,-15.648,0,0.043,0.966,0.789,0.0879,0.605,142.951,63432,4
1,7dtoSOz1CtVOJB6I5iPDxi,Janos Sebestyen,"Prelude In C Minor, BWV 999 : Prelude In C Minor, BWV 999",0.338,0.15,7,-27.434,0,0.0478,0.987,0.77,0.11,0.785,119.647,68573,3
1,25b7fqfmk1yDyWcmoiiAkd,Austin Farwell,High Above,0.277,0.097,7,-23.615,1,0.0365,0.947,0.935,0.106,0.133,59.328,77531,3
1,1AxZdya49udSTKEhDV8VYp,Hikaru Shirosu,"Waltz No. 1 in B Minor, Collapse",0.483,0.0745,11,-24.502,0,0.04,0.994,0.917,0.133,0.385,168.357,144072,3
1,5i2SrkKMPRSgKosCNhZG4G,Robert Schumann,"Carnaval, Op. 9: No. 12. Chopin",0.235,0.00858,10,-35.138,0,0.0356,0.993,0.901,0.0947,0.0526,77.518,81893,3
1,7HB1REjjalFLSXgXlAAwFs,Antonio Vivaldi,"Concerto for Strings in G Major, RV 151, ""Alla Rustica"": I. Presto",0.433,0.291,2,-17.56,1,0.0501,0.903,0.907,0.367,0.631,106.65,79840,1
1,7jBaUnodzhFJCMaPRC4cD7,Franz Liszt,"6 Chants polonais, S. 480: No. 2, Frühling (Wiosna, Spring) [After Chopin's Op. 74]",0.407,0.00616,7,-35.91,0,0.0384,0.994,0.949,0.0721,0.162,95.761,131333,1
1,707BRCe5feUySwv7141QeA,Austin Farwell,New Home,0.378,0.014,5,-22.794,1,0.0515,0.994,0.87,0.116,0.198,71.865,126360,1
1,1BQQAGPRlpEYJLy9pAofVV,Forestella,Hijo De La Luna,0.158,0.406,6,-7.72,0,0.041,0.809,9.4e-06,0.113,0.194,76.383,310600,4
1,7ouW02587AzIaGnK0gh8St,Johannes Brahms,"16 Waltzes, Op. 39: No. 15 In A Flat Major",0.387,0.00906,8,-34.559,1,0.0455,0.996,0.889,0.0985,0.133,67.855,94333,3
1,3Dgmyz32dxvtxvUTPS0CUI,Antonio Vivaldi,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)",0.429,0.258,7,-16.967,0,0.0549,0.957,0.893,0.115,0.0972,78.809,112353,1
1,7nTrgV4osUk3b5ZKgKEWlu,Video Days,Bleached,0.42,0.18,2,-18.616,1,0.0579,0.995,0.933,0.0954,0.232,64.185,83250,4
1,0WMuH7EEhLJjGg8T1DQCNO,Karoly Botvay,"Sinfonia in E major, RV 132: III. Allegro",0.381,0.0699,4,-21.891,1,0.0453,0.929,0.873,0.0983,0.779,187.363,157107,3
1,38EmZT3oWA6lJE0o4ajfG8,Fritz Kreisler,Liebesleid (Love's Sorrow),0.331,0.169,9,-19.859,1,0.0325,0.994,0.886,0.121,0.258,97.836,253573,4
1,1syWsWscOdvnDf9xe2Sjcl,Dramatic Violin,Attention (Violin),0.274,0.518,4,-7.629,0,0.0331,0.149,0.0674,0.34,0.168,100.6,218626,4
1,6h6runZeeczWEuEW2pFvYW,Austin Farwell,New Home (Slowed),0.356,0.00558,11,-27.72,1,0.0417,0.99,0.934,0.0991,0.122,70.012,174521,4
1,6v2LEKA5m4Mvi1CNgb9tNA,Streaming Music Studios,"The Name of Life (From ""Spirited Away"") [Piano Version]",0.455,0.114,0,-22.112,1,0.0373,0.992,0.872,0.106,0.079,81.594,256500,4
1,5nApBfmq9Ms6DXHidgFDlv,Dennis Kuo,I Wish This Moment Lasts Forever,0.533,0.128,3,-19.018,1,0.052,0.989,0.957,0.122,0.191,70.078,150605,4
1,5gA69lYP3nCULBTdL3quJO,Jean Sibelius,"5 Pieces, Op. 75, ""The Trees"": No. 5 Granen (The Spruce)",0.369,0.00372,2,-27.547,1,0.0391,0.992,0.858,0.0921,0.064,67.856,218293,4
1,2LLzfpBmO40TwqM2CwytQF,Erik Satie,Je te veux,0.461,0.126,0,-19.782,1,0.0427,0.995,0.907,0.117,0.221,112.242,269000,3
1,5FzAePCRLMHqBg4iY9ktOD,Hikaru Shirosu,Tea Picking - Piano Solo Version,0.59,0.0247,2,-27.456,1,0.0827,0.995,0.964,0.149,0.357,117.932,133000,4
1,4oviAMVnj3noW22hfvgFQS,Léo Delibes,Sylvia: Act III: Divertissement: Variation - Valse,0.346,0.0578,3,-22.644,1,0.0352,0.932,0.928,0.211,0.422,97.259,75107,3
1,3Lsdp3mbD27MjxvTeFm0v3,Joe Hisaishi,You're in Love,0.526,0.0344,7,-27.855,0,0.11,0.996,0.924,0.118,0.208,67.101,71800,4
1,6IVIZuZrtuSlSPghHR1vRU,Yehezkel Raz,Before You Left,0.473,0.00366,0,-37.476,0,0.0358,0.995,0.956,0.0996,0.296,94.988,110900,3
1,5JIBnKFd0bF5p17bNBMpVL,Dennis Kuo,Neptune Interlude,0.343,0.0673,4,-22.665,0,0.0451,0.985,0.934,0.149,0.37,139.43,64000,4
1,7EDUTEVt6DPpgq4mKd6oC6,Yu-Peng Chen,Lone Sojourner,0.418,0.032,0,-29.998,0,0.0547,0.99,0.94,0.11,0.234,84.522,50139,4
1,0bpuJswbM5oyHa9jwEEaJk,Nam Hye Seung,The Song for My Brother,0.403,0.255,7,-12.631,1,0.0487,0.982,0.933,0.0963,0.1,76.343,261707,3
1,2pcqjh978FXjLnRcv22x2h,Dramatic Violin,Dandelions (Violin),0.3,0.485,11,-9.845,0,0.0371,0.334,0.0148,0.272,0.0966,116.914,208718,3
1,6thjKtlVjr9KgBXkjm3EGe,Joe Hisaishi,Nostalgia,0.263,0.178,1,-16.431,1,0.0286,0.976,0.698,0.123,0.0579,87.889,213960,4
1,52dlLkZWeVOGKZzCr78l0F,Hikaru Shirosu,Stories of a Figure Skater - Day Off,0.476,0.0226,6,-26.213,1,0.0529,0.985,0.949,0.0981,0.25,171.675,187636,4
1,5hkPl1j3RwsjuLdALRjQgN,Dennis Kuo,Echoes of a Seashell,0.48,0.0143,1,-26.082,1,0.0435,0.99,0.933,0.106,0.226,68.477,141154,3
1,3U8Fx7zNTQrctytkj6Gqgd,Camille Saint-Saëns,Carnival of the Animals: The Swan,0.213,0.0656,7,-24.81,1,0.0467,0.992,0.969,0.0699,0.0384,65.023,150147,3
